generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
518,836,0,4477,6091,375,0,0,0,,869,1001,2009,0,6096,83,75,22,271,0,561,5,,522,23555,23498,40.1,46.82
525,788,0,4349,6127,382,0,0,0,,960,1002,1910,0,6097,83,76,22,273,0,764,9,,669,23639,23313,39.92,46.59
522,840,0,4315,6140,384,0,0,0,,956,1006,1828,0,6097,83,75,22,258,0,1072,10,,980,24101,23985,40.1,46.43
521,888,0,5106,6303,378,0,0,0,,778,1012,2341,0,6094,83,73,22,270,0,1334,9,,1304,26545,26596,45.1,52.18
521,928,0,5902,6713,390,0,0,0,,142,1028,4478,0,6094,84,76,24,274,0,1398,14,,1452,31086,31080,50.6,56.13
529,894,0,5881,6987,410,0,0,0,,0,1102,5765,0,6090,86,74,26,277,0,1525,64,,1501,33976,33918,54.62,62.32
526,959,0,5708,7093,418,0,0,0,,0,1140,6664,0,6091,93,71,225,276,0,1745,459,,1682,34742,34567,53.9,60.83
525,980,0,6051,7106,420,0,0,0,,0,1155,6706,0,6093,89,73,684,281,0,1811,973,,1822,34919,34985,54.46,62.72
518,967,0,6205,7114,429,0,0,0,,0,1154,6544,0,6093,85,73,1169,281,0,1884,1332,,1786,34643,34759,53.12,61.17
521,932,0,6389,7117,437,0,0,0,,0,1099,6215,0,6095,83,77,1501,278,0,1963,1552,,1956,34148,34501,52.9,61.22
518,928,0,6256,6997,432,0,0,0,,0,1075,5747,0,6094,87,75,1698,282,0,2117,1762,,2064,33882,34328,52.98,60.1
519,926,0,5595,6852,436,0,0,0,,0,1050,5307,0,6094,84,79,1682,279,0,2237,1687,,2225,32737,32994,48.86,56.41
519,961,0,5661,6878,430,0,0,0,,0,1045,5194,0,6091,84,78,1461,278,0,2359,1493,,2265,32038,32401,48.86,56.34
519,976,0,5876,6851,424,0,0,0,,0,1045,4744,0,6090,85,78,1114,279,0,2546,1172,,2464,31873,32197,47.69,54.97
521,951,0,6385,6853,427,0,0,0,,0,1039,4511,0,6090,87,79,627,283,0,2738,577,,2686,32343,32359,51,59.21
522,905,0,6810,6893,424,0,0,0,,0,1058,5624,0,6091,85,81,191,282,0,2891,128,,2898,34157,33962,53.02,63.7
523,973,0,6989,7062,431,0,0,0,,0,1071,6665,0,6092,83,83,39,282,0,2859,34,,2904,36077,35859,54.9,66.21
527,977,0,6978,7069,433,0,0,0,,0,1076,6974,0,6093,83,83,30,281,0,2768,29,,2801,36340,36244,54.5,65.41
529,979,0,7105,6940,426,0,0,0,,0,1062,6380,0,6095,83,83,24,282,0,2951,17,,2907,35582,35565,53.12,61.68
526,958,0,6026,6609,434,0,0,0,,0,1035,4811,0,6094,83,80,23,283,0,3101,7,,3042,32870,32719,50.35,57.54
525,848,0,5088,5959,422,0,0,0,,70,1004,3567,0,6094,83,79,23,271,0,3204,7,,3199,29565,29521,44,51.41
499,770,0,5165,5207,410,0,0,0,,320,985,2557,0,6093,83,76,23,253,0,3208,7,,3196,27301,27219,43.15,49.71
488,639,0,4589,4803,404,0,0,0,,725,966,2248,0,6095,83,76,23,256,0,3249,7,,3219,25241,25294,38.69,46.05
512,582,0,4129,4563,395,0,0,0,,881,962,2063,0,6094,83,76,21,264,0,3313,8,,3292,24144,24026,37.69,44.84
515,601,0,3998,4362,383,0,0,0,,1022,958,1925,0,6094,82,76,21,265,0,3457,9,,3423,23662,23580,37.49,44.36
510,583,0,4037,4332,377,0,0,0,,1113,958,1851,0,6095,83,77,21,263,0,3619,9,,3607,23563,23533,36.4,43.18
514,591,0,4119,4462,372,0,0,0,,918,962,1797,0,6096,83,78,22,263,0,3658,11,,3640,24165,24083,37.69,44.88
498,610,0,4830,4699,371,0,0,0,,492,970,2206,0,6095,83,76,21,264,0,3821,6,,3775,26718,26674,38.55,46.64
490,793,0,5852,4969,389,0,0,0,,75,990,4606,0,6094,83,76,25,266,0,3837,24,,3859,31218,31367,40.01,46.36
505,882,0,6392,5163,400,0,0,0,,2,1035,5600,0,6094,83,76,32,262,0,3857,82,,3871,34223,33898,48.42,56.24
507,972,0,6495,5162,404,0,0,0,,0,1043,6613,0,6095,84,76,280,256,0,3875,509,,3880,34980,34723,49.49,56.89
514,982,0,6510,5164,396,0,0,0,,0,1085,6547,0,6096,82,79,719,256,0,4036,1111,,3997,35287,34952,50.1,58.94
504,991,0,6285,5174,411,0,0,0,,0,1089,6170,0,6091,86,80,1239,257,0,4262,1709,,4207,35100,34825,48.86,57.46
508,990,0,6135,5172,406,0,0,0,,0,1089,5526,0,6094,84,77,1735,267,0,4330,1869,,4346,34705,34468,47.18,55.95
515,981,0,6135,5135,407,0,0,0,,0,1082,4792,0,5960,83,73,1970,266,0,4383,2052,,4423,34310,34324,47.18,54.38
518,914,0,5933,5079,411,0,0,0,,0,1060,4160,0,6091,83,74,2063,267,0,4310,2069,,4352,33193,33087,42.65,50.12
522,856,0,5613,5076,413,0,0,0,,1,1040,4002,0,6091,87,74,2004,265,0,4302,1781,,4330,32450,32455,39.58,47.21
521,840,0,5653,5078,412,0,0,0,,1,1039,3946,0,6091,83,77,1588,264,0,4330,1398,,4332,32306,32179,39.27,46.78
522,877,0,6100,5086,405,0,0,0,,1,1058,4223,0,6091,83,74,811,265,0,4331,737,,4328,32659,32402,42.65,51.38
522,875,0,6471,5112,416,0,0,0,,0,1077,5305,0,6093,83,74,201,263,0,4430,230,,4407,34319,34025,47.18,58.62
505,945,0,6735,5177,421,0,0,0,,1,1091,6674,0,6095,83,77,40,264,0,4614,80,,4575,36037,35807,49.3,60.21
502,972,0,6630,5190,421,0,0,0,,0,1098,6663,0,6094,85,76,34,269,0,4735,51,,4692,36180,36066,49.49,59.88
496,904,0,6466,5135,418,0,0,0,,0,1091,6183,0,6095,82,79,26,269,0,4885,29,,4900,35381,35282,48.42,57.09
495,801,0,5913,5118,414,0,0,0,,0,1038,4507,0,6095,82,76,26,265,0,4771,10,,4825,32723,32572,45.1,52.2
498,631,0,4961,4682,403,0,0,0,,1,1011,3266,0,6096,82,75,27,267,0,4509,10,,4613,29538,29506,39.27,46.4
502,637,0,4583,4566,379,0,0,0,,372,983,2216,0,6097,82,72,26,264,0,4320,10,,4405,27501,27170,39.95,46.48
510,610,0,4101,4511,375,0,0,0,,1171,971,1961,0,6097,81,73,26,261,0,4040,9,,4020,25401,25087,38.25,45.15
511,575,0,4049,4116,364,0,0,0,,1579,971,1910,0,6097,82,73,25,260,0,3531,8,,3564,24108,23820,37.49,44.45
512,581,0,4012,4075,365,0,0,0,,1643,977,1846,0,6096,81,73,26,260,0,3248,10,,2990,23667,23349,37.4,44.09
501,573,0,4012,4204,361,0,0,0,,1709,979,1805,0,6096,82,71,25,260,0,2999,8,,2978,23558,23270,37.31,44.01
501,597,0,4164,4336,365,0,0,0,,1262,980,1919,0,6096,81,69,26,258,0,2617,8,,2785,24151,23837,38.19,45.48
500,688,0,4721,4828,363,0,0,0,,343,988,2207,0,6096,81,72,25,259,0,1988,10,,2150,26696,26329,39.58,47.26
502,816,0,5853,5244,377,0,0,0,,8,1005,4344,0,6097,82,71,25,269,0,2129,11,,1880,31261,30815,50.35,56.08
494,838,0,6033,5369,394,0,0,0,,0,1069,6001,0,6098,83,71,49,266,0,2495,76,,2361,33899,33507,51.53,59.02
490,895,0,6059,5453,402,0,0,0,,0,1114,6342,0,6099,83,72,394,252,0,2509,467,,2554,34658,34188,51.78,59.32
487,854,0,6143,5513,407,0,0,0,,0,1156,6851,0,6096,84,72,930,250,0,2334,947,,2365,35078,34555,52.99,61.99
484,825,0,6235,5539,405,0,0,0,,0,1154,6734,0,6096,84,77,1313,252,0,2613,1326,,2467,35072,34585,51.6,60.58
504,874,0,6214,5547,410,0,0,0,,0,1166,6008,0,6097,84,75,1539,255,0,2832,1596,,2787,34817,34364,51.62,60.6
504,881,0,6197,5574,411,0,0,0,,0,1154,5785,0,6095,85,77,1535,253,0,2779,1630,,2818,34685,34447,52.69,59.61
501,882,0,5835,5550,413,0,0,0,,0,1141,5422,0,6094,84,79,1323,254,0,2688,1509,,2664,33484,33404,52.69,59.99
505,883,0,6256,5567,411,0,0,0,,0,1140,5302,0,6095,84,78,937,252,0,2694,1175,,2651,32876,32958,52.5,59.67
511,914,0,6314,5589,413,0,0,0,,0,1141,5438,0,6093,85,78,559,259,0,2529,733,,2568,32822,32824,51.62,58.92
525,970,0,6374,5584,414,0,0,0,,0,1133,5843,0,6093,85,79,221,264,0,2422,279,,2454,33112,33062,51.1,59.37
551,986,0,7036,5605,416,0,0,0,,0,1148,6398,0,6094,84,81,57,264,0,2351,67,,2418,34734,34403,51.78,64.03
551,759,0,7373,5756,419,0,0,0,,0,1155,7524,0,6096,85,83,48,257,0,2280,6,,2290,36421,36016,52.99,64.58
559,783,0,7324,5705,420,0,0,0,,0,1131,7108,0,6096,86,82,48,261,0,2317,8,,2332,36451,36105,51.89,63.24
560,913,0,7130,5601,426,0,0,0,,0,1106,6399,0,6095,85,82,39,261,0,2463,10,,2458,35794,35306,51,59.66
549,944,0,6199,5539,417,0,0,0,,1,1073,4727,0,6095,85,82,45,256,0,2381,8,,2433,32980,32601,48,55.17
521,899,0,5309,5266,408,0,0,0,,62,1043,3037,0,6096,85,82,53,255,0,2601,8,,2459,29797,29557,39.95,46.9
518,844,0,5054,5012,399,0,0,0,,429,1014,2053,0,6097,85,77,47,251,0,2810,8,,2895,27449,27306,40,46.69
509,761,0,4727,4704,393,0,0,0,,1057,1000,1780,0,6097,85,75,38,251,0,2933,11,,2933,25400,25299,37.99,45.11
496,676,0,4292,4663,385,0,0,0,,1588,993,1733,0,6096,84,74,37,252,0,3126,11,,3131,24113,24024,35.85,42.72
484,658,0,4128,4730,383,0,0,0,,2037,985,1655,0,6096,84,76,37,253,0,3086,10,,3150,23628,23490,34.98,41.83
465,599,0,4129,4679,379,0,0,0,,1980,985,1663,0,6096,84,76,37,244,0,3233,9,,3191,23524,23345,34.02,40.84
480,597,0,4201,4834,385,0,0,0,,1659,980,1678,0,6097,85,74,37,251,0,3290,8,,3304,24073,23961,35.55,42.43
488,667,0,4979,4983,377,0,0,0,,946,987,1984,0,6097,85,77,36,261,0,3234,7,,3235,26583,26402,37.69,44.8
486,771,0,6085,5436,393,0,0,0,,129,1005,3118,0,6096,85,77,38,264,0,3103,15,,3183,31140,30730,45.32,51.43
487,921,0,6232,5751,407,0,0,0,,10,1042,4075,0,6096,86,74,43,265,0,3018,73,,2998,34024,33390,49.99,57.24
472,987,0,6503,5790,396,0,0,0,,0,1056,4965,0,6096,85,77,238,267,0,3063,489,,3014,34898,34230,49.94,57.68
477,985,0,6484,5814,414,0,0,0,,0,1094,5658,0,6092,85,75,620,267,0,3034,1044,,3088,35437,34860,49.6,58.77
474,982,0,6508,5823,432,0,0,0,,113,1100,5766,0,6093,84,75,1034,263,0,2878,1384,,2956,35404,34820,48.47,57.76
483,987,0,6459,5812,426,0,0,0,,0,1106,5657,0,6092,84,75,1333,263,0,2622,1483,,2739,34938,34472,47,55.48
485,983,0,6309,5804,427,0,0,0,,0,1114,5481,0,6091,85,77,1438,266,0,2130,1555,,2246,34774,34237,49.99,56.94
482,963,0,6260,5799,426,0,0,0,,0,1108,5387,0,6092,85,76,1343,269,0,1722,1465,,1725,33464,32993,48.95,56.15
482,981,0,6152,5769,412,0,0,0,,0,1076,5179,0,6092,85,79,1258,259,0,1442,1218,,1525,32768,32371,48,55.29
484,991,0,6268,5698,423,0,0,0,,0,1069,5124,0,6093,85,79,1089,266,0,1242,873,,1280,32507,32086,48.68,56.07
486,992,0,6397,5698,423,0,0,0,,0,1081,5301,0,6093,85,81,590,271,0,1218,461,,1202,32570,32049,49.83,58.42
490,967,0,6504,5695,430,0,0,0,,0,1111,6442,0,6093,85,84,114,276,0,1360,131,,1287,33968,33235,50.11,60.77
485,974,0,7179,5699,429,0,0,0,,0,1111,7164,0,6092,85,84,30,277,0,1422,34,,1423,35433,34921,51.6,62.9
489,992,0,7052,5684,434,0,0,0,,0,1102,7081,0,6092,85,84,25,271,0,1578,18,,1485,35318,34867,51.1,62.42
492,984,0,6746,5609,425,0,0,0,,0,1101,6736,0,6095,86,85,20,271,0,1759,1,,1748,34767,34302,50.45,60.15
488,967,0,5964,5541,435,0,0,0,,0,1060,5288,0,6095,86,85,20,272,0,1980,2,,1937,32593,32177,49.95,57.07
485,854,0,5636,5295,416,0,0,0,,0,1023,3624,0,6098,86,86,20,272,0,2195,1,,2173,29980,29489,47.5,54.52
472,869,0,5093,5057,368,0,0,0,,52,998,3764,0,6097,86,77,20,269,0,2451,0,,2416,27715,27662,49.5,56.25
468,774,0,4700,4812,364,0,0,0,,370,981,2862,0,6095,85,77,20,259,0,2849,3,,2731,25572,25660,44.99,52.45
472,563,0,4516,4337,357,0,0,0,,800,973,2068,0,6095,85,77,20,267,0,2988,6,,3030,24027,24106,42.24,49.7
468,330,0,4405,4116,356,0,0,0,,1261,956,1816,0,6095,85,79,20,271,0,3167,5,,3088,23205,23276,39.92,47.97
466,112,0,4422,3817,339,0,0,0,,1304,941,1720,0,6095,86,78,20,270,0,3490,4,,3369,22819,22893,39.04,47.18
468,0,0,4514,3792,317,0,0,0,,1415,932,1704,0,6093,85,79,20,258,0,3644,3,,3747,22728,22841,38.6,46.79
470,0,0,4647,3778,313,0,0,0,,1349,922,1642,0,6093,85,75,20,262,0,3843,2,,3802,23264,23253,38.19,46.56
480,0,0,5006,3976,315,0,0,0,,1123,917,2041,0,6093,86,75,23,267,0,4021,26,,4005,24671,24655,37.69,46.55
478,0,0,4198,4187,314,0,0,0,,425,929,3145,0,6093,85,76,42,266,0,4288,101,,4135,26182,26373,37.69,44.53
466,0,0,3978,4430,307,0,0,0,,405,818,4813,0,6090,84,76,539,260,0,4602,727,,4507,28744,28990,36.8,43.34
459,0,0,3856,4499,302,0,0,0,,210,816,5608,0,6090,84,77,1289,258,0,4801,1631,,4779,30645,30965,37.69,43.67
472,0,0,3835,4455,313,0,0,0,,406,819,5334,0,6091,84,78,2002,256,0,5162,2402,,5151,30866,30907,37,42.96
478,0,0,3853,4464,314,0,0,0,,846,824,4585,0,6092,83,79,2675,260,0,5523,2919,,5477,30282,30223,35.98,42.28
470,0,0,3382,4388,315,0,0,0,,738,814,3944,0,6092,83,80,3023,258,0,6123,3051,,6017,30203,30049,36,42.37
438,0,0,3365,3927,306,0,0,0,,850,809,3109,0,6091,83,80,3144,247,0,6610,3003,,6655,29434,29306,37.01,43.43
435,0,0,3382,3682,305,0,0,0,,1865,929,3044,0,6095,83,79,2965,264,0,6733,2826,,6779,28264,28055,35.7,42.52
449,0,0,3412,3480,307,0,0,0,,2087,929,2387,0,6097,83,80,2715,254,0,7039,2271,,7030,27607,27312,35,41.64
460,0,0,3458,3139,309,0,0,0,,1826,931,2796,0,6096,83,80,1547,243,0,7462,1215,,7413,27556,27155,35.7,43.37
472,0,0,3571,3319,309,0,0,0,,1187,929,3947,0,6096,83,80,403,245,0,7983,350,,7808,29441,29016,36,44.46
467,0,0,3491,3513,311,0,0,0,,218,951,4498,0,6096,81,79,119,252,0,8784,131,,8644,31176,30999,37.69,45.75
455,0,0,3467,3563,312,0,0,0,,200,951,4787,0,6097,81,80,104,250,0,9446,95,,9243,31736,31700,37.49,45.27
472,0,0,3504,3646,307,0,0,0,,325,942,4378,0,6097,82,79,79,231,0,9734,65,,9789,31692,31771,37.4,45.16
475,0,0,3674,3548,303,0,0,0,,758,932,3161,0,6096,82,79,50,236,0,9742,12,,9800,30246,30296,37,43.64
471,0,0,3906,3339,307,0,0,0,,1589,920,2210,0,6097,82,79,39,232,0,9931,21,,9679,28126,28200,35.7,42.37
464,0,0,4035,2479,310,0,0,0,,2711,908,1453,0,6097,82,77,37,229,0,10228,15,,10133,25857,25833,34.5,43.75
449,0,0,3943,1988,299,0,0,0,,3504,896,939,0,6098,82,70,34,223,0,10403,13,,10250,23841,23820,26.4,36.56
416,0,0,3643,1851,245,0,0,0,,3766,907,914,0,6098,81,67,34,190,0,10533,15,,10415,22293,22863,20.1,30.36
405,0,0,3654,1770,240,0,0,0,,3960,895,816,0,6099,81,66,34,182,0,9959,4,,10133,21461,22056,20,30.04
409,0,0,3599,1670,242,0,0,0,,4006,887,808,0,6098,81,66,34,183,0,9834,12,,9855,21091,21622,15.01,25.36
415,0,0,3597,1680,243,0,0,0,,3999,886,809,0,6098,81,65,34,179,0,9774,12,,9697,21137,21588,18,27.21
421,0,0,3637,1717,244,0,0,0,,3918,886,867,0,6099,81,63,33,181,0,9733,8,,9557,21457,21940,20,28.54
425,0,0,3716,1872,244,0,0,0,,3840,892,952,0,6098,81,61,34,178,0,9893,73,,9831,22139,22543,22,30.54
425,0,0,3653,1915,243,0,0,0,,3608,885,1040,0,6099,81,61,48,182,0,9645,104,,9770,22810,23143,26.1,33.53
477,0,0,3728,1913,252,0,0,0,,3054,923,1510,0,6098,81,69,565,192,0,9628,733,,9810,24500,24923,31.75,39.82
498,0,0,3766,1975,298,0,0,0,,2466,943,2002,0,6097,82,71,1361,218,0,8859,1600,,8939,26509,26753,35.3,42.91
495,0,0,3394,1866,315,0,0,0,,1853,953,2626,0,6098,82,72,2183,220,0,8412,2246,,8408,27364,27460,35.6,42.37
502,0,0,3263,1708,315,0,0,0,,1834,947,2512,0,6097,81,72,2869,219,0,8293,2959,,8132,27224,27252,34.5,40.6
503,0,0,3287,1900,312,0,0,0,,1945,947,2686,0,6098,81,72,3133,216,0,8267,3317,,8241,27627,27511,35.1,41.77
499,0,0,3322,1912,315,0,0,0,,1985,952,2835,0,6098,82,72,3177,212,0,8173,3469,,8056,27493,27233,35.1,42.08
498,0,0,3254,1867,314,0,0,0,,2502,952,2447,0,6098,82,72,3063,217,0,8039,3140,,8128,26325,25912,33.9,41.45
499,0,0,3399,1986,313,0,0,0,,2695,958,2763,0,6099,81,71,2759,221,0,7645,2409,,7700,25739,25176,33.3,41.83
505,0,0,3486,2070,314,0,0,0,,2136,966,3126,0,6099,81,72,1633,211,0,7298,1445,,7415,25630,25161,34.6,44.71
518,0,0,3423,2181,315,0,0,0,,510,964,3914,0,6097,82,72,531,213,0,6909,698,,7023,27573,26880,39.64,49.01
514,0,0,3532,2541,316,0,0,0,,222,995,6300,0,6098,82,72,120,221,0,6760,256,,6856,29662,29724,47.64,55.52
491,0,0,3725,2613,316,0,0,0,,79,1015,6782,0,6097,82,70,90,234,0,6756,140,,6679,30815,30838,48.98,56.29
486,0,0,3926,2618,316,0,0,0,,79,1011,6467,0,6097,82,71,69,236,0,6679,34,,6698,31181,30858,49.45,56.86
484,0,0,4158,2661,316,0,0,0,,79,1002,5764,0,6098,82,70,50,234,0,6621,16,,6644,30099,30094,47.28,53.9
497,0,0,3826,2514,316,0,0,0,,207,956,4733,0,6100,83,70,47,231,0,6180,10,,6338,27607,27699,40.62,46.86
383,0,0,3204,967,213,0,0,0,,2534,630,489,0,7051,88,64,27,105,0,11465,0,,11410,22552,22113,22.2,45.85
348,0,0,3268,1026,172,0,0,0,,2799,582,587,0,7050,88,61,27,84,0,10872,3,,11043,20444,20515,16.57,42.53
344,0,0,3361,1016,170,0,0,0,,2961,584,544,0,7051,87,61,26,85,0,10737,4,,10678,19033,19284,15.35,39.88
343,0,0,3455,1086,171,0,0,0,,3367,584,622,0,7051,87,62,26,86,0,10613,2,,10684,18498,18637,12.77,38.29
348,0,0,3584,1084,171,0,0,0,,3500,585,508,0,7050,87,62,26,86,0,10314,0,,10312,18178,18352,11.27,37.33
350,0,0,3290,1041,171,0,0,0,,3383,584,448,0,7051,88,64,26,87,0,11012,0,,10804,18635,18574,11.91,39.71
361,0,0,3688,1091,170,0,0,0,,3094,585,508,0,7051,88,64,26,88,0,10849,1,,10783,19907,19751,12.62,44.39
375,0,0,4040,1148,213,0,0,0,,2659,654,783,0,7053,88,63,28,106,0,10442,10,,10640,20763,20857,14.17,54.63
382,0,0,3675,1179,258,0,0,0,,2496,687,696,0,7055,89,64,34,114,0,10438,44,,10347,22305,22156,17.73,58.5
416,0,0,3701,1165,278,0,0,0,,1742,691,1001,0,7055,89,66,325,117,0,10407,371,,10445,24629,24125,26.81,56.89
422,0,0,3617,1283,272,0,0,0,,698,698,1376,0,7055,89,72,1065,115,0,10144,843,,10234,26782,26337,35.4,57.22
431,0,0,3598,1354,268,0,0,0,,226,712,1178,0,7055,88,73,1537,109,0,10226,1278,,9954,27461,27097,36.1,53.19
420,0,0,3492,1320,274,0,0,0,,357,699,1019,0,7053,88,72,1763,107,0,10886,1720,,10642,26717,26955,30.34,49.1
415,0,0,3431,1262,275,0,0,0,,915,677,869,0,7053,87,71,2137,107,0,11408,1798,,11272,27122,27195,31.26,53.3
414,0,0,3543,1233,276,0,0,0,,1166,587,1142,0,7053,87,72,2190,107,0,11312,1777,,11446,27309,27031,30.99,53.08
424,0,0,3618,1219,271,0,0,0,,1298,586,1268,0,7054,88,71,1884,106,0,10799,1496,,10907,26163,25951,29,51.82
423,0,0,3632,1120,272,0,0,0,,730,653,1354,0,7054,89,72,1220,107,0,9918,1005,,10087,25735,25209,32,53.26
428,0,0,3661,1152,264,0,0,0,,68,697,2345,0,7058,89,73,395,111,0,8990,390,,8996,25912,25447,39.99,56.52
423,0,0,4555,1391,268,0,0,0,,0,723,4272,0,7061,89,73,80,111,0,8378,106,,8201,27547,27858,45.5,60.48
404,0,0,4491,1727,275,0,0,0,,0,747,4686,0,7062,90,76,74,107,0,8178,38,,8072,28583,28715,55.1,66.76
399,0,0,4468,1687,269,0,0,0,,0,763,5090,0,7062,90,75,51,113,0,7595,0,,7806,28830,29207,59,68.01
397,0,0,4808,1758,276,0,0,0,,0,745,4966,0,7063,90,74,27,112,0,7167,17,,7207,28880,29165,59.56,65.53
395,0,0,4761,1732,274,0,0,0,,0,638,3981,0,7063,90,76,27,114,0,7125,7,,7093,27719,27928,51.1,55.3
398,0,0,4265,1515,276,0,0,0,,31,603,2882,0,7062,90,74,27,131,0,7575,0,,7365,25757,26029,40.66,50.86
518,828,0,4922,6064,410,0,0,0,,173,949,3118,0,6100,91,78,42,237,0,1219,38,,1112,26690,26810,44.35,50.95
519,740,0,4459,5710,408,0,0,0,,554,919,2713,0,6100,91,80,42,233,0,1351,22,,1330,24796,24903,38.96,46.07
522,600,0,4387,5473,400,0,0,0,,777,911,2213,0,6100,91,78,39,234,0,1252,7,,1316,23868,23819,38,45.26
521,568,0,4364,5401,403,0,0,0,,660,915,2102,0,6100,91,79,35,236,0,1320,10,,1239,23429,23418,37.31,44.33
522,560,0,4338,5250,369,0,0,0,,731,919,1973,0,6100,91,78,35,236,0,1403,9,,1412,23326,23240,36.69,43.89
519,676,0,4371,5433,390,0,0,0,,658,921,2159,0,6101,91,79,35,247,0,1372,9,,1371,24022,23890,38.01,44.92
512,851,0,5028,5725,380,0,0,0,,453,920,2803,0,6099,91,78,34,245,0,1388,9,,1334,26539,26441,40.62,47.61
493,900,0,5573,6169,390,0,0,0,,91,938,5356,0,6098,93,77,39,235,0,1396,19,,1345,30986,30975,42.35,48.47
491,860,0,5903,6362,400,0,0,0,,3,976,6673,0,6098,97,77,104,230,0,1392,164,,1360,33685,33582,46.69,54
492,784,0,6104,6399,403,0,0,0,,0,1036,7100,0,6098,96,76,800,227,0,1290,758,,1359,34452,34277,47.65,54.95
495,821,0,6216,6396,403,0,0,0,,0,1049,7052,0,6098,95,76,1544,227,0,1035,1575,,1120,34654,34425,47.65,56.36
516,826,0,6005,6387,400,0,0,0,,0,1047,6857,0,6097,94,79,1990,234,0,911,2296,,904,34332,34056,47.19,55.69
518,850,0,5661,6329,402,0,0,0,,0,1050,6603,0,6097,93,79,2263,233,0,988,2672,,961,33946,33658,47.19,55.81
517,834,0,5627,6171,408,0,0,0,,1,1056,5834,0,6096,100,81,2534,233,0,1224,2822,,1171,33628,33410,47.19,54.64
520,764,0,5526,5828,411,0,0,0,,0,1043,5260,0,6095,98,79,2540,231,0,1625,2704,,1600,32379,32225,45.69,53.56
517,728,0,5551,5507,413,0,0,0,,0,1035,5111,0,6095,98,80,2196,227,0,2088,2245,,2102,31736,31668,45.4,53.22
515,680,0,5542,5683,417,0,0,0,,0,1021,5114,0,6095,98,79,1613,225,0,2326,1746,,2508,31553,31465,43.46,51.26
513,712,0,5325,5853,415,0,0,0,,0,1022,5475,0,6092,99,82,879,225,0,2535,984,,2593,31681,31669,40.62,49.23
507,804,0,5687,5911,417,0,0,0,,0,1022,5566,0,6093,96,85,206,228,0,2959,320,,2831,32828,32991,41.1,51.82
503,957,0,5923,6160,411,0,0,0,,0,1034,6535,0,6094,92,85,40,237,0,3546,78,,3489,35455,35251,45.69,55.95
499,959,0,5683,6149,415,0,0,0,,0,1043,6246,0,6094,92,83,33,240,0,4003,50,,3986,36086,35570,45.69,55.8
513,903,0,5274,5905,406,0,0,0,,0,1015,6079,0,6095,92,82,21,241,0,4330,29,,4346,35196,34878,43,52.17
519,698,0,4345,5008,416,0,0,0,,0,969,4630,0,6097,92,82,21,241,0,4459,11,,4503,32627,32220,37.31,44.91
508,510,0,4203,4459,412,0,0,0,,134,939,3360,0,6098,92,81,20,223,0,4606,5,,4570,29484,29070,33.53,41.47
496,0,0,3527,2035,291,0,0,0,,767,1335,5344,0,7109,93,68,385,204,0,8607,374,,8593,27418,27578,23.3,40.69
461,0,0,3241,1918,286,0,0,0,,1180,1389,5058,0,7110,93,68,259,206,0,8662,179,,8629,25434,25540,18.35,39.75
432,0,0,3293,1873,280,0,0,0,,1985,1395,4800,0,7112,93,68,180,202,0,8480,106,,8555,24310,24448,14.13,35.2
435,0,0,3142,1817,274,0,0,0,,2085,1404,4809,0,7112,93,69,155,200,0,8316,66,,8344,23798,23929,13.54,35.22
435,0,0,3223,1822,277,0,0,0,,1928,1396,4692,0,7112,93,69,108,190,0,8334,42,,8325,23711,23895,13.94,34.46
430,0,0,3249,1866,280,0,0,0,,1664,1388,4898,0,7112,93,68,62,190,0,8511,31,,8386,24283,24570,15.88,34.4
454,0,0,3526,1990,283,0,0,0,,801,1371,5376,0,7109,93,69,61,187,0,8949,30,,8620,27062,27320,20.69,36.36
515,0,0,3775,1977,290,0,0,0,,226,1389,6318,0,7110,90,69,60,193,0,9235,89,,9178,31154,31510,26.4,42.4
505,0,0,3864,2218,315,0,0,0,,4,1490,6968,0,7109,89,71,566,194,0,9206,596,,9296,33630,34134,28.67,45.48
503,0,0,3940,2128,315,0,0,0,,0,1418,7532,0,7109,87,70,1714,195,0,8635,1707,,8724,34829,35154,30.25,45.11
500,0,0,3945,2176,304,0,0,0,,0,1553,7432,0,7109,88,70,2950,199,0,8330,3341,,8401,35004,35372,30,45.86
479,0,0,3410,2188,321,0,0,0,,0,1548,6866,0,7103,89,71,4039,198,0,8888,4483,,8671,34638,35001,28,45.35
476,0,0,3246,1990,317,0,0,0,,286,1579,6005,0,7100,89,71,4655,194,0,9887,4448,,9653,34216,34630,27.43,44.56
467,0,0,3190,1905,303,0,0,0,,708,1564,5395,0,7101,91,72,4931,197,0,11097,4554,,10866,33935,34090,26,45.02
432,0,0,3089,1861,301,0,0,0,,1496,1529,4560,0,7108,91,72,4929,193,0,12329,4533,,11999,32672,32914,20.1,43.4
422,0,0,3202,1857,299,0,0,0,,2252,1455,4380,0,7107,91,72,4675,193,0,13315,4339,,13169,32042,32127,17.4,41.81
